order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,payment_type,payment_value,payment_installments,order_item_id,product_id,seller_id,price,freight_value,customer_city,customer_state,seller_city,seller_state,product_photos_qty,product_category_name
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29 11:55:02,2017-08-16 17:14:30,voucher,161.42,1.0,1.0,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,149.99,19.77,sorocaba,SP,itaquaquecetuba,SP,1.0,office_furniture
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29 11:55:02,2017-08-16 17:14:30,credit_card,8.34,1.0,1.0,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,149.99,19.77,sorocaba,SP,itaquaquecetuba,SP,1.0,office_furniture
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-29 11:18:31,credit_card,259.06,1.0,1.0,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,99.0,30.53,rio de janeiro,RJ,cariacica,ES,1.0,garden_tools
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-29 11:18:31,credit_card,259.06,1.0,2.0,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,99.0,30.53,rio de janeiro,RJ,cariacica,ES,1.0,garden_tools
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-19 14:04:48,credit_card,114.13,1.0,1.0,f7e0fa615b386bc9a8b9eb52bc1fff76,87142160b41353c4e5fca2360caf6f92,98.0,16.13,sao paulo,SP,porto alegre,RS,1.0,computers_accessories
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-19 12:05:52,boleto,50.13,1.0,1.0,72a97c271b2e429974398f46b93ae530,094ced053e257ae8cae57205592d6712,31.9,18.23,ouro preto,MG,ribeirao preto,SP,1.0,perfumery
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-30 15:52:25,credit_card,32.7,3.0,1.0,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,19.9,12.8,sao paulo,SP,ibitinga,SP,1.0,bed_bath_table
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-12 23:36:26,credit_card,54.36,1.0,1.0,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,38.25,16.11,sao paulo,SP,itajai,SP,2.0,toys
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-21 15:34:32,credit_card,146.45,10.0,1.0,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,132.4,14.05,goiania,GO,brasilia,DF,3.0,perfumery
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-20 01:38:59,credit_card,1376.45,10.0,1.0,638bbb2a5e4f360b71f332ddfebfd672,c4af86330efa7a2620772227d2d670c9,1299.0,77.45,rio de janeiro,RJ,mogi das cruzes,SP,2.0,construction_tools_construction
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2018-01-08 22:36:36,credit_card,43.09,4.0,1.0,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,27.99,15.1,imbituba,SC,sao paulo,SP,6.0,telephony
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-27 18:28:00,credit_card,29.75,1.0,1.0,cce679660c66e6fbd5c8091dfd29e9cd,d2374cbcbb3ca4ab1086534108cc3ab7,17.9,11.85,hortolandia,SP,ibitinga,SP,1.0,bed_bath_table
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-11-08 22:22:00,voucher,62.15,1.0,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,76.0,16.97,feira de santana,BA,jacarei,SP,1.0,telephony
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-11-08 22:22:00,voucher,24.86,1.0,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,76.0,16.97,feira de santana,BA,jacarei,SP,1.0,telephony
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-11-08 22:22:00,credit_card,5.96,1.0,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,76.0,16.97,feira de santana,BA,jacarei,SP,1.0,telephony
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-10-09 22:23:46,boleto,118.86,1.0,1.0,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,109.9,8.96,sao paulo,SP,sao paulo,SP,6.0,health_beauty
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-19 18:08:32,credit_card,88.9,4.0,1.0,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,79.99,8.91,sao paulo,SP,santo andre,SP,3.0,health_beauty
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-08 16:13:46,credit_card,17.28,1.0,1.0,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,9.5,7.78,sao paulo,SP,sao paulo,SP,1.0,electronics
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-26 17:32:38,credit_card,187.57,3.0,1.0,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,129.99,57.58,blumenau,SC,itatiba,SP,1.0,baby
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-13 18:24:27,boleto,104.11,1.0,1.0,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,89.9,14.21,sorocaba,SP,tabatinga,SP,1.0,stationery
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-03-21 22:03:54,boleto,125.43,1.0,1.0,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,109.9,15.53,rio de janeiro,RJ,santo andre,SP,2.0,cool_stuff
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-16 15:20:55,credit_card,227.68,10.0,1.0,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,90.9,48.64,salvador,BA,tabatinga,SP,1.0,baby
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-16 15:20:55,credit_card,227.68,10.0,2.0,9451e630d725c4bb7a5a206b48b99486,d673a59aac7a70d8b01e6902bf090a11,39.5,48.64,salvador,BA,ibitinga,SP,1.0,baby
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-21 14:41:50,credit_card,60.69,2.0,1.0,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,47.9,12.79,sao carlos,SP,mococa,SP,4.0,perfumery
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-16 20:56:24,credit_card,192.68,8.0,1.0,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,178.99,13.69,santo andre,SP,ribeirao preto,SP,2.0,watches_gifts
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-03-27 23:29:14,credit_card,63.34,3.0,1.0,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,30.1,33.24,boa vista,RR,curitiba,PR,2.0,garden_tools
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-18 14:28:02,boleto,313.19,1.0,1.0,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,279.0,34.19,sao paulo,SP,santa barbara d´oeste,SP,1.0,baby
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-05-05 12:28:34,credit_card,224.9,4.0,1.0,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,186.9,38.0,palmares,PE,praia grande,SP,4.0,air_conditioning
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2018-01-03 18:03:36,credit_card,63.1,1.0,1.0,6b64362e89896be7589621df54be089e,77530e9772f57a62c906e1c21538ab82,49.0,14.1,sao paulo,SP,curitiba,PR,2.0,furniture_decor
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-22 00:07:55,credit_card,100.25,1.0,1.0,39a9942865c056ed2006a5e8c11d9537,ba5daa4041e1f15cdf34b76e3e18a450,84.9,15.35,mesquita,RJ,sao paulo,SP,5.0,toys
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-31 22:48:50,credit_card,188.41,2.0,1.0,c6c1f263e076bd9c1f1640250a5d0c29,fe2032dab1a61af8794248c8196565c9,179.0,9.41,santa barbara d'oeste,SP,campinas,SP,1.0,perfumery
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-03-20 00:59:25,credit_card,106.95,4.0,1.0,bff2010b28e8fbcff5a9db9d3fea5ac4,955fee9216a65b617aa5c0531780ce60,78.0,28.95,alvorada,TO,sao paulo,SP,6.0,garden_tools
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-03-13 23:58:43,boleto,66.79,1.0,1.0,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,39.9,26.89,ibiapina,CE,sao paulo,SP,6.0,electronics
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31 21:37:10,2017-08-08 21:24:41,boleto,43.0,1.0,1.0,0cd9f302c8a5b076ffa5c3567c6705fd,85d9eb9ddc5d00ca9336a2219c97bb13,27.9,15.1,quata,SP,belo horizonte,MG,2.0,computers_accessories
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01 12:23:13,2018-06-18 21:32:52,boleto,508.17,1.0,1.0,c7df652246ed7b3300aaf46960c141e4,a5cba26a62b8b4d0145b68b841e62e7f,445.0,63.17,jaboatao dos guararapes,PE,campo mourao,PR,1.0,health_beauty
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26 17:12:18,2018-04-05 22:11:18,credit_card,49.69,4.0,1.0,9a469eaf45dfbc43d39ba1977a3c07af,d2374cbcbb3ca4ab1086534108cc3ab7,36.9,12.79,sao paulo,SP,ibitinga,SP,1.0,bed_bath_table
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-31 13:58:46,credit_card,154.19,4.0,1.0,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,119.99,34.2,paracambi,RJ,ilicinea,MG,1.0,garden_tools
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-12-28 18:59:23,credit_card,356.12,10.0,1.0,be021417a6acb56b9b50d3fd2714baa8,f5f46307a4d15880ca14fab4ad9dfc9b,339.0,17.12,presidente venceslau,SP,rio do sul,SC,6.0,housewares
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-12 14:08:40,credit_card,95.67,9.0,1.0,cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,69.9,25.77,brasilia,DF,joinville,SC,5.0,sports_leisure
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,delivered,2018-08-04 23:25:30,2018-08-13 23:34:42,debit_card,121.62,1.0,1.0,f410090aec61f7c73748ca894286edcd,980640c45d7a4635885491d077167e4d,99.0,22.62,luis eduardo magalhaes,BA,rio claro,SP,3.0,stationery
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-29 12:47:20,credit_card,153.72,7.0,1.0,e251ebd2858be1aa7d9b2087a6992580,001cca7ae9ae17fb1caed9dfb1094831,139.0,14.72,rio de janeiro,RJ,cariacica,ES,4.0,garden_tools
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14 20:28:25,2017-05-25 09:14:31,credit_card,54.82,1.0,1.0,ba4bfbf74dbe7ab37e263b9326da0523,f8db351d8c4c4c22c6835c19a46f01b0,36.9,17.92,cruz das almas,BA,salto,SP,1.0,sports_leisure
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,2018-05-17 16:59:11,2018-05-21 15:22:11,credit_card,82.33,5.0,1.0,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,69.9,12.43,sao jose dos campos,SP,sao paulo,SP,6.0,furniture_decor
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,delivered,2018-07-29 11:24:17,2018-08-02 22:09:11,credit_card,52.24,1.0,1.0,1deda1acffb44ed38494667d7e49a9f3,f52c2422904463fdd7741f99045fecb6,33.9,18.34,flores da cunha,RS,santo andre/sao paulo,SP,2.0,sports_leisure
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,2017-08-09 20:19:05,2017-08-16 17:16:44,boleto,130.56,1.0,1.0,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,115.0,15.56,sao paulo,SP,rio do sul,SC,1.0,books_general_interest
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01 14:02:19,2018-02-14 13:41:59,boleto,52.84,1.0,1.0,304fad8dc4d2012dc4062839972f2d96,6860153b69cc696d5dcfe1cdaaafcf62,39.47,13.37,carapicuiba,SP,capivari,SP,2.0,construction_tools_construction
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,2018-06-26 13:42:52,2018-07-03 18:37:46,boleto,71.91,1.0,1.0,1501b0033c68a37fa9560033a440e529,33cbbec1e7e1044aaf11d152172c776f,53.44,18.47,paranavai,PR,bento goncalves,RS,6.0,small_appliances
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26 14:39:59,2018-07-31 22:26:55,credit_card,151.04,2.0,1.0,f48eb5c2fde13ca63664f0bb05f55346,f7ba60f8c3f99e7ee4042fdef03b70c4,60.0,15.52,porto alegre,RS,sao bernardo do campo,SP,2.0,sports_leisure
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26 14:39:59,2018-07-31 22:26:55,credit_card,151.04,2.0,2.0,f48eb5c2fde13ca63664f0bb05f55346,f7ba60f8c3f99e7ee4042fdef03b70c4,60.0,15.52,porto alegre,RS,sao bernardo do campo,SP,2.0,sports_leisure
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15 00:06:10,2018-01-03 15:09:32,credit_card,386.33,10.0,1.0,60184212dae4e6b0da32bf54271a8c4a,b33e7c55446eabf8fe1a42d037ac7d6d,369.0,17.33,duque de caxias,RJ,pradopolis,SP,2.0,watches_gifts
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,2017-08-31 08:15:24,2017-09-04 20:59:55,credit_card,50.25,1.0,1.0,9ecadb84c81da840dbf3564378b586e9,1025f0e2d44d7041d6cf58b6550e0bfa,38.4,11.85,taubate,SP,sao paulo,SP,1.0,furniture_decor
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11 10:25:52,2018-06-19 00:31:13,credit_card,128.68,3.0,1.0,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,119.9,8.78,rio de janeiro,RJ,sao goncalo,RJ,1.0,perfumery
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,2018-06-11 08:18:19,2018-06-14 21:32:21,credit_card,43.46,1.0,1.0,278b3c6462e86b4556b99989513ddf73,d1ef48b38baca7e831711c4a0aeb398f,29.99,13.47,sao paulo,SP,apucarana,PR,3.0,small_appliances
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-04-03 13:28:46,credit_card,91.68,9.0,1.0,b37b72d5a56f887725c2862184b8cab8,db4350fd57ae30082dec7acbaacc17f9,22.99,22.85,aracaju,SE,sao paulo,SP,1.0,telephony
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-04-03 13:28:46,credit_card,91.68,9.0,2.0,b37b72d5a56f887725c2862184b8cab8,db4350fd57ae30082dec7acbaacc17f9,22.99,22.85,aracaju,SE,sao paulo,SP,1.0,telephony
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,2017-03-13 18:14:36,2017-04-06 13:37:16,boleto,99.26,1.0,1.0,ebd7c847c1e1cb69ec374ae0ebee1f4c,391fc6631aebcf3004804e51b40bcf1e,84.9,14.36,campinas,SP,ibitinga,SP,3.0,furniture_decor
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13 21:11:26,2017-06-19 18:51:28,boleto,141.15,1.0,1.0,30469bb5ea377eae7121981e2f0778e4,80e6699fe29150b372a0c8a1ebf7dcc8,113.0,28.15,sao paulo,SP,pinhais,PR,4.0,sports_leisure
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,2017-11-30 22:02:15,2017-12-05 20:28:40,boleto,91.66,1.0,1.0,15a9e834e89eab39d973492882c658d6,a673821011d0cec28146ea42f5ab767f,79.9,11.76,sao paulo,SP,sao paulo,SP,6.0,bed_bath_table
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,2018-08-05 13:09:48,2018-08-10 18:35:40,credit_card,53.66,1.0,1.0,4ce99ff9dcb7821acd8e599d5d4a6531,70125af26c2d6d4ef401a1d02ae7701f,39.9,13.76,brasilia,DF,goiania,GO,2.0,sports_leisure
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15 11:31:41,2017-11-22 22:41:07,credit_card,317.34,9.0,1.0,12087840651e83b48206b82c213b76fd,5b925e1d006e9476d738aa200751b73b,299.0,18.34,rio de janeiro,RJ,sao paulo,SP,1.0,sports_leisure
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2018-02-19 20:31:09,2018-03-09 22:22:25,boleto,43.0,1.0,1.0,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,27.9,15.1,uberaba,MG,atibaia,SP,1.0,food
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 19:31:58,credit_card,346.09,3.0,1.0,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,119.0,24.97,juiz de fora,MG,ilicinea,MG,1.0,computers_accessories
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 19:31:58,credit_card,346.09,3.0,2.0,db56f6d2b04c89eae4daba188842fd7b,2a84855fd20af891be03bc5924d2b453,199.0,3.12,juiz de fora,MG,belo horizonte,MG,3.0,luggage_accessories
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07 21:44:54,2018-01-17 20:26:31,credit_card,824.76,4.0,1.0,d457916b4fdc60154ed93b5dd3e6fd69,76d64c4aca3a7baf218bf93ef7fa768d,329.9,82.48,boninal,BA,curitiba,PR,1.0,construction_tools_construction
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07 21:44:54,2018-01-17 20:26:31,credit_card,824.76,4.0,2.0,d457916b4fdc60154ed93b5dd3e6fd69,76d64c4aca3a7baf218bf93ef7fa768d,329.9,82.48,boninal,BA,curitiba,PR,1.0,construction_tools_construction
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,2018-02-10 13:26:59,2018-02-20 22:13:08,credit_card,39.99,1.0,1.0,3014e35fd70fce29095ced5cdc89f4ce,5656537e588803a555b8eb41f07a944b,24.89,15.1,uberlandia,MG,brasilia,DF,1.0,telephony
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,credit_card,392.6,3.0,1.0,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,84.9,13.25,sao paulo,SP,bauru,SP,1.0,auto
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,credit_card,392.6,3.0,2.0,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,84.9,13.25,sao paulo,SP,bauru,SP,1.0,auto
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,credit_card,392.6,3.0,3.0,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,84.9,13.25,sao paulo,SP,bauru,SP,1.0,auto
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,credit_card,392.6,3.0,4.0,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,84.9,13.25,sao paulo,SP,bauru,SP,1.0,auto
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,2018-06-13 13:47:39,2018-06-18 22:32:44,boleto,55.02,1.0,1.0,7564c1759c04fc0a38f2aa84f7a370ee,6860153b69cc696d5dcfe1cdaaafcf62,42.99,12.03,cosmopolis,SP,capivari,SP,3.0,construction_tools_construction
